PUZZLE,CATEGORY,DATE USED,WHEN USED
 HORSE-DRAWN CARRIAGE RIDE,Event ,1/12/2015 (#6131)  ,R4 
 BUCKINGHAM PALACE,Landmark ,1/12/2015 (#6131)  ,R5 
 I FOUND YOU, Phrase,1/12/2015 (#6131)  ,BR 
SHOPPING SPREE ,Event ,1/13/2015 (#6132) ,T1 
LOTTERY TICKET ,Thing , 1/13/2015 (#6132) ,T2 
WITH A FLICK OF THE WRIST ,Phrase , 1/13/2015 (#6132) ,R1 
 SUEDE SLEEPER SOFA,Same Letter , 1/13/2015 (#6132) , R2
 PORKY PIG,Fictional Character , 1/13/2015 (#6132) ,PP 
 RECITING HYSTERICAL LIMERICKS, Fun & Games, 1/13/2015 (#6132) , R3*
 DORA THE EXPLORER,Character , 1/13/2015 (#6132) , T3
BUTTERSCOTCH CANDY ,Food & Drink , 1/13/2015 (#6132) ,R4 
 WHAT A MOUTHFUL,Phrase ,1/13/2015 (#6132)  , BR
 TAKING THE GRAND TOUR, Event, 1/14/2015 (#6133),T1 
 TREASURE ISLAND, Title, 1/14/2015 (#6133),T2 
 DINNER PARTY INVITATIONS,Things , 1/14/2015 (#6133), R1
JACK BE NIMBLE JACK BE QUICK ,Quotation ,1/14/2015 (#6133) ,R2 
 CROSSING THE ENGLISH CHANNEL,What Are You Doing? , 1/14/2015 (#6133),R3*
 MATTHEW MCCONAHUGHEY,Proper Name , 1/14/2015 (#6133),T3 
 STOP THE PRESSES!, Phrase,1/14/2015 (#6133) , R4
BRIEF INTERMISSION , Show Biz,1/14/2015 (#6134) ,R5 
 BOYHOOD HOME, Place,1/14/2015 (#6133) , BR
 SEEING THE WORLD,What Are You Doing? , 1/15/2015 (#6134),T1 
 AFRICAN ELEPHANTS,Living Things , 1/15/2015 (#6134),T2 
 NOTHING VENTURED NOTHING GAINED, Phrase,1/15/2015 (#6134),R1 
 KITCHEN SINK OR SWIM, Before & After, 1/15/2015 (#6134),R2
 A WORK OF GENIUS,Phrase ,1/15/2015 (#6134),PP 
 RIVER RAFTING ADVENTURE,Fun & Games ,1/15/2015 (#6134),R3* 
BACON AND EGGS ,Food & Drink ,1/15/2015 (#6134),T3 
 PEOPLE PLEASER,Person ,1/15/2015 (#6134),R4 
 DAILY FLIGHTS,Things ,1/15/2015 (#6134),BR 
 BAGGAGE HANDLER, Occupation,1/16/2015 (#6135) ,T1 
 JUST MY IMAGINATION, Song Lyrics, 1/16/2015 (#6135) ,T2 
BEING VOTED MOST LIKELY TO SUCCEED , Event,1/16/2015 (#6135) ,R1 
 SPORTS AND CEILING FAN,Same Name , 1/16/2015 (#6135) ,R2 
 REVELING IN THE MAGIC OF ITALY,What Are You Doing? ,1/16/2015 (#6135) ,R3*
STANDING OVATION ,Show Biz ,1/16/2015 (#6135) ,T3 
 RED BELL PEPPERS,Food & Drink ,1/16/2015 (#6135) ,R4 
STATION IDENTIFICATION ,Rhyme Time ,1/16/2015 (#6135)  ,R5 
 TRANQUIL WATER,Thing ,1/16/2015 (#6135) ,BR 
DEEP-DISH APPLE PIE ,Food & Drink ,1/19/2015 (#6136) , T1
 DUBLIN IRELAND, On the Map, 1/19/2015 (#6136),T2 
 BREAKFAST LUNCH AND DINNER, Things, 1/19/2015 (#6136), R1
 STRIKE WHILE THE IRON IS HOT FUDGE,Before & After , 1/19/2015 (#6136), R2
 LEAVING MY WORRIES FAR BEHIND,What Are You Doing? , 1/19/2015 (#6136),R3*
 HOW SWEET IT IS,Phrase , 1/19/2015 (#6136),T3 
 BAMBOO UTENSIL SET,In the Kitchen , 1/19/2015 (#6136),R4 
 YANKEE STADIUM,Landmark ,1/19/2015 (#6136) ,R5 
 JUICER, Thing, 1/19/2015 (#6136),BR 
 TRIPLE-LAYER LEMON CAKE,Food & Drink ,1/20/2015 (#6137) ,T1 
 PEARLS OF WISDOM,Things, 1/20/2015 (#6137) ,T2 
 YOU CAN'T JUDGE A BOOK BY ITS COVER,Phrase , 1/20/2015 (#6137) ,R1 
 STRAWBERRY SHAKE RATTLE AND ROLL,Before & After , 1/20/2015 (#6137) ,R2 
 WILD CARD,Thing , 1/20/2015 (#6137) ,PP 
 TOUCANS PERCHED IN TREETOPS,Living Things , 1/20/2015 (#6137) ,R3* 
MOVIE STUDIO TOUR ,Show Biz , 1/20/2015 (#6137) , T3
WIDE-OPEN SPACES ,Places ,1/20/2015 (#6137)  ,R4 
 THE SOUTHERN HEMISPHERE,On the Map , 1/20/2015 (#6137), R5
 CHEWY TAFFY, Food & Drink,1/20/2015 (#6137)  ,BR 
 MEAT TENDERIZER,In the Kitchen , 1/21/2015 (#6138),T1 
 STAYING ON SCHEDULE,What Are You Doing? , 1/21/2015 (#6138),T2 
 THREE-CHEESE STUFFED SHELLS,Food & Drink , 1/21/2015 (#6138),R1 
 OLD KING COLE WAS A MERRY OLD SOUL, Quotation,1/21/2015 (#6138) , R2
 CRUISE SHIPS IN PORTS OF CALL, Things, 1/21/2015 (#6138),R3*
 ST. LOUIS MISSOURI,On the Map , 1/21/2015 (#6138),T3 
 UNEXPECTED TURN OF EVENTS,Phrase ,1/21/2015 (#6138) , R4
 A FRIEND OF A FRIEND,Person , 1/21/2015 (#6138) ,R5 
 COMBINED WEIGHT,Thing , 1/21/2015 (#6138), BR
SALAD SPINNER ,In the Kitchen ,1/22/2015 (#6139) ,T1 
CAUSE AND EFFECT , Things, 1/22/2015 (#6139) ,T2 
BANJO AND APRON STRINGS , Same Name, 1/22/2015 (#6139) ,R1 
 CARAMELIZED PEACHES WITH FRESH ROSEMARY,Food & Drink , 1/22/2015 (#6139) , R2
 GURU, Person, 1/22/2015 (#6139) ,PP 
LIVING LIFE ON ISLAND TIME ,What Are You Doing? ,1/22/2015 (#6139)  ,R3* 
 ATHENS GREECE, On the Map,1/22/2015 (#6139)  ,T3 
 CONTRARY TO POPULAR BELIEF,Phrase ,1/22/2015 (#6139)  ,R4 
 WIPER FLUID,Thing ,1/22/2015 (#6139)  , BR
 BEEF STROGANOFF,Food & Drink ,1/23/2015 (#6140) ,T1 
THOMAS JEFFERSON ,Proper Name , 1/23/2015 (#6140) ,T2 
 BIRTHDAY SUIT AND TIE, Before & Ater, 1/23/2015 (#6140) ,R1 
 STUCK IN THE MIDDLE WITH YOU,Song Lyrics ,1/23/2015 (#6140)  , R2
 STROLLING ALONG ON A SANDY BEACH,What Are You Doing? ,1/23/2015 (#6140)  ,R3* 
 FROM START TO FINISH,Phrase ,1/23/2015 (#6140)  ,T3 
A CAST OF THOUSANDS ,Show Biz , 1/23/2015 (#6140) ,R4 
 THE PAINTED DESERT, Landmark, 1/23/2015 (#6140) ,R5 
 BY THE QUART,Phrase ,1/23/2015 (#6140)  , BR
 HOTEL CALIFORNIA, Song Title,1/26/2015 (#6141) ,T1 
 TIME IS OF THE ESSENCE,Phrase ,1/26/2015 (#6141)  , T2
 VEGETARIAN RESTAURANT,Place , 1/26/2015 (#6141) , R1
 HOLLYWOOD SIGN ON THE DOTTED LINE,Before & After , 1/26/2015 (#6141) ,R2
 A SUPPLY OF WATERPROOF SUNSCREEN,Thing , 1/26/2015 (#6141) ,R3*
 FRED FLINTSTONE, Character, 1/26/2015 (#6141) ,T3 
 STARTING FROM SCRATCH, What Are You Doing?, 1/26/2015 (#6141) , R4
CATCHING A FRISBEE ,Fun & Games , 1/26/2015 (#6141) ,R5
NICE VARIETY ,Phrase , 1/26/2015 (#6141) ,BR 
 VENICE BEACH BOARDWALK, Place, 1/27/2015 (#6142),T1 
 PANEL OF EXPERTS,People , 1/27/2015 (#6142), T2
 IT'S A NEW DAWN IT'S A NEW DAY,Song Lyrics , 1/27/2015 (#6142),R1 
SCIENCE FICTION EPIC INTERSTELLAR , Show Biz, 1/27/2015 (#6142), R2
 DON'T DELAY BOOK YOUR STAY TODAY, Rhyme Time, 1/27/2015 (#6142),R3* 
 THE ROAD TO RICHES,Phrase , 1/27/2015 (#6142), T3
 LETTER OF ACCEPTANCE,Thing , 1/27/2015 (#6142),R4 
REBOOTING THE COMPUTER ,What Are You Doing? , 1/27/2015 (#6142),R5 
 BUBBLY SOAP, Thing, 1/27/2015 (#6142), BR
 MONTEREY BAY, On the Map, 1/28/2015 (#6143),T1 
 OPTICAL ILLUSION,Thing , 1/28/2015 (#6143), T2
MEANWHILE BACK AT THE RANCH ,Phrase , 1/28/2015 (#6143),R1 
 PEELING AN ORANGE COUNTY, Before & After, 1/28/2015 (#6143),R2 
 REFRESHING RELAXING RESTFUL,Same Letter , 1/28/2015 (#6143),R3* 
 JAMES AND THE GIANT PEACH,Title ,1/28/2015 (#6143) ,T3 
 A CLOCK WITH ROMAN NUMERALS, Around the House, 1/28/2015 (#6143), R4
 FILL IN THE GAPS, Phrase,1/28/2015 (#6143) , BR
 MULHOLLAND DRIVE, On the Map,1/29/2015 (#6144) ,T1 
 REBEL WITHOUT A CAUSE,Movie Title , 1/29/2015 (#6144) ,T2 
 FROM THE BOTTOM OF MY HEART, Phrase, 1/29/2015 (#6144) ,R1 
 DO YOU KNOW THE WAY TO SAN JOSE?, Song Lyrics, 1/29/2015 (#6144) ,R2 
 BACKPACKER,Person , 1/29/2015 (#6144) ,PP
 A HORSEBACK RIDE THROUGH THE MOUNTAINS,Fun & Games ,1/29/2015 (#6144)  ,R3* 
 ELECTRIC GUITAR,Thing ,1/29/2015 (#6144)  , T3
 VINEYARDS AND WINERIES,Places , 1/29/2015 (#6144) ,R4 
 A WARM GLOW,Thing ,1/29/2015 (#6144)  , BR
ESCAPE FROM ALCATRAZ, Title, 1/30/2015 (#6145),T1 
STEAK SANDWICH , Food & Drink, 1/30/2015 (#6145), T2
 LOMBARD STREET IN SAN FRANCISCO, On the Map,1/30/2015 (#6145) ,R1 
ALPHABETICAL ORDER OF CURLY FRIES,Before & After ,1/30/2015 (#6145) ,R2 
 THE BEST CURE FOR WINTER,Thing ,1/30/2015 (#6145) , R3*
HELICOPTER PILOT , Occupation,1/30/2015 (#6145) ,T3 
ON YOUR MARK GET SET GO! ,Phrase ,1/30/2015 (#6145) ,R4 
 BLUE SKY, Thing,1/30/2015 (#6145) ,BR 
 HEALTHY BREAKFAST,Thing ,2/2/2015 (#6146) ,T1 
 TALENT SCOUT, Occupation, 2/2/2015 (#6146) ,T2 
 WARMING UP & COOLING DOWN,What Are You Doing? , 2/2/2015 (#6146) ,R1 
 BE THERE OR BE SQUARE DANCING,Before & After , 2/2/2015 (#6146) ,R2 
CRUISING SYDNEY HARBOUR ,Event , 2/2/2015 (#6146) ,R3* 
 LIVE AND LEARN,Phrase , 2/2/2015 (#6146) ,T3 
 THE LAND OF THE FREE,Song Lyrics , 2/2/2015 (#6146) ,R4 
 VINYL BOOTH, Thing, 2/2/2015 (#6146) ,BR 
TENNIS MATCH,Fun & Games,2/3/2015 (#6147),T1
POPEYE THE SAILOR MAN,Character,2/3/2015 (#6147),T2
STRENGTH AND FLEXIBILITY,Things,2/3/2015 (#6147),R1
BASEBALL DIAMONDS ARE A GIRL'S BEST FRIEND,Before & After,2/3/2015 (#6147),R2
FRANCE'S COSMOPOLITAN CAPITAL CITY,Place,2/3/2015 (#6147),R3*
PEANUT BUTTER BARS,Food & Drink,2/3/2015 (#6147),T3
ONE FOR THE RECORD BOOKS,Phrase,2/3/2015 (#6147),R4
BACKYARD GAZEBO,Thing,2/3/2015 (#6147),BR
ACTIVE LIFESTYLE,Thing,2/4/2015 (#6148),T1
STAYING MOTIVATED,What Are You Doing?,2/4/2015 (#6148),T2
HAPPY DAYS ARE HERE AGAIN,Song Title,2/4/2015 (#6148),R1
I GOT YOU BABE THE BLUE OX,Before & After,2/4/2015 (#6148),R2
SUNNY WITH NO CHANCE OF SHOWERS,Phrase,2/4/2015 (#6148),R3*
TOGETHER FOREVER,Rhyme Time,2/4/2015 (#6148),T3
RACQUETBALL COURT,Place,2/4/2015 (#6148),R4
WATER VAPOR,Thing,2/4/2015 (#6148),BR
STOMACH CRUNCHES,Things,2/5/2015 (#6149),T1
CHARCOAL GRILL,Around The House,2/5/2015 (#6149),T2
GOING ON A BRISK MORNING WALK,Fun & Games,2/5/2015 (#6149),R1
GROUND RULE DOUBLE-PARKED,Before & After,2/5/2015 (#6149),R2
WORLD-FAMOUS BRITISH MUSEUMS,Landmarks,2/5/2015 (#6149),R3*
STICKING TO THE PLAN,What Are You Doing?,2/5/2015 (#6149),T3
EIGHTEEN-HOLE GOLF COURSE,Place,2/5/2015 (#6149),R4
TINY GUPPY,Living Thing,2/5/2015 (#6149),BR
DOING HANDSTANDS,Fun & Games,2/6/2015 (#6150),T1
FAIRBANKS ALASKA,On The Map,2/6/2015 (#6150),T2
TAKING THE STAIRS INSTEAD OF THE ELEVATOR,What Are You Doing?,2/6/2015 (#6150),R1
COMPUTER & EXERCISE PROGRAM,Same Name,2/6/2015 (#6150),R2
I WAS HOPING YOU WOULD SAY THAT,Phrase,2/6/2015 (#6150),R3*
THE COMEBACK KID,Person,2/6/2015 (#6150),T3
A GOOD NIGHT'S SLEEP,Thing,2/6/2015 (#6150),R4
TWICE AS NICE,Rhyme Time,2/6/2015 (#6150),R5
HERD OF BUFFALO,Living Things,2/6/2015 (#6150),R6
LUXURY VEHICLE,Thing,2/6/2015 (#6150),BR
THE WEDDING SINGER,Movie Title,2/9/2015 (#6151),T1
DINNER PLATES,Around The House,2/9/2015 (#6151),T2
PUTTING ALL MY EGGS IN ONE BASKET,What Are You Doing?,2/9/2015 (#6151),R1
HIS BARK IS WORSE THAN HIS BITE-SIZE CANDY,Before & After,2/9/2015 (#6151),R2
TAKING THE TROLLEY AROUND TOWN,Fun & Games,2/9/2015 (#6151),R3*
ASHTON KUTCHER,Proper Name,2/9/2015 (#6151),T3
BURNING QUESTION,Thing,2/9/2015 (#6151),R4
BACKUP PLAN,Thing,2/9/2015 (#6151),BR
LET'S STAY TOGETHER,Song Title,2/10/2015 (#6152),T1
PRINCE CHARMING,Character,2/10/2015 (#6152),T2
HOMEMADE ITALIAN LASAGNA,Food & Drink,2/10/2015 (#6152),R1
DANCING DASHBOARD DOLL,Same Letter,2/10/2015 (#6152),R2
RED SOX PATRIOTS AND CELTICS,Proper Names,2/10/2015 (#6152),R3*
VISITING RELATIVES,What Are You Doing?,2/10/2015 (#6152),T3
A LITTLE BIRD TOLD ME,Phrase,2/10/2015 (#6152),R4
FLUFFY PANCAKES,Food & Drink,2/10/2015 (#6152),BR
ONE DOZEN WHITE ROSES,Living Things,2/11/2015 (#6153),T1
ANGELINA JOLIE,Proper Name,2/11/2015 (#6153),T2
ENJOYING THE FEAST AT A LUAU,What Are You Doing?,2/11/2015 (#6153),R1
ALL IN A DAY'S WORK BOOTS,Before & After,2/11/2015 (#6153),R2
BEAUTIFUL PACIFIC NORTHWEST,Place,2/11/2015 (#6153),R3*
CONCERT IN THE PARK,Event,2/11/2015 (#6153),T3
STARTING LINEUP,People,2/11/2015 (#6153),R4
PUBLIC OFFICIAL,Person,2/11/2015 (#6153),BR
THE PERFECT COUPLE,People,2/12/2015 (#6154),T1
BREAKING THE ICE,What Are You Doing?,2/12/2015 (#6154),T2
PRETTY WOMAN WALKING DOWN THE STREET,Song Lyrics,2/12/2015 (#6154),R1
YOU'RE THE APPLE OF MY EYE DOCTOR,Before & After,2/12/2015 (#6154),R2
A ONCE-IN-A-LIFETIME ADVENTURE,Event,2/12/2015 (#6154),R3*
RIGHT ON TARGET,Phrase,2/12/2015 (#6154),T3
FANTASY FOOTBALL TEAM,Fun & Games,2/12/2015 (#6154),R4
LIVE ENTERTAINMENT,Fun & Games,2/12/2015 (#6154),R5
BARGAINING CHIP,Thing,2/12/2015 (#6154),BR
THE BEST OF BOTH WORLDS,Phrase,2/13/2015 (#6155),T1
THE NOTEBOOK,Title,2/13/2015 (#6155),T2
SEEING A DOUBLE RAINBOW,Event,2/13/2015 (#6155),R1
COSMIC AND MANTA RAYS,Same Name,2/13/2015 (#6155),R2
MILES AND MILES OF HIKING TRAILS,Things,2/13/2015 (#6155),R3*
ROOKIE OF THE YEAR,Person,2/13/2015 (#6155),T3
WOODEN CUTTING BOARD,In The Kitchen,2/13/2015 (#6155),R4
CLEVER PUZZLE,Thing,2/13/2015 (#6155),BR
SECRET ISLAND COVE,Place,2/16/2015 (#6156),T1
MAKING A HOLE IN ONE,Event,2/16/2015 (#6156),T2
MICROWAVE DINNER THEATER,Before & After,2/16/2015 (#6156),R1
STRIKING UNDERWATER PHOTOGRAPHY,Thing,2/16/2015 (#6156),R2
THIS SHOULD BRIGHTEN UP YOUR DAY,Phrase,2/16/2015 (#6156),R3*
MARINE MAMMALS,Living Things,2/16/2015 (#6156),T3
TRAINING FOR A TRIATHLON,What Are You Doing?,2/16/2015 (#6156),R4
PAYING A FEW BILLS,What Are You Doing?,2/16/2015 (#6156),BR
WHALE WATCHING,Fun & Games,2/17/2015 (#6157),T1
IN THE SPOTLIGHT,Show Biz,2/17/2015 (#6157),T2
I'LL STOP THE WORLD AND MELT WITH YOU,Song Lyrics,2/17/2015 (#6157),R1
WELCOME AND YOGA MAT,Same Name,2/17/2015 (#6157),R2
PLUM TREES AND CHERRY BLOSSOMS,Living Things,2/17/2015 (#6157),R3*
BACK ON TRACK,Rhyme Time,2/17/2015 (#6157),T3
CHAMPIONSHIP MATCH,Event,2/17/2015 (#6157),R4
PICKING UP THE KIDS,What Are You Doing?,2/17/2015 (#6157),BR
NATURAL WONDERS,Things,2/18/2015 (#6158),T1
GET INTO THE GROOVE,Song Lyrics,2/18/2015 (#6158),T2
A PICTURE IS WORTH A THOUSAND WORDS,Phrase,2/18/2015 (#6158),R1
I THINK I CAN I THINK I CAN OPENER,Before & After,2/18/2015 (#6158),R2
LEGENDARY DESERT DESTINATION,Place,2/18/2015 (#6158),R3*
HORSEBACK RIDING,Fun & Games,2/18/2015 (#6158),T3
THE LORD OF THE RINGS,Title,2/18/2015 (#6158),R4
FACTORY WORKER,Occupation,2/18/2015 (#6158),BR
AWESOME LAVA FIELDS,Places,2/19/2015 (#6159),T1
I BEAT YOU TO THE DRAW,Phrase,2/19/2015 (#6159),T2
KEANU REEVES STARS IN POINT BREAK,The 90's,2/19/2015 (#6159),R1
DON'T BE AFRAID OF THE DARK CHOCOLATE,Before & After,2/19/2015 (#6159),R2
VISITING THE STATUE OF LIBERTY,Event,2/19/2015 (#6159),R3*
ELECTRIC TEAKETTLE,In The Kitchen,2/19/2015 (#6159),T3
CONSTRUCTION CREW,People,2/19/2015 (#6159),R4
GYM BUDDIES,People,2/19/2015 (#6159),BR
HIKING UP A VOLCANO,Fun & Games,2/20/2015 (#6160),T1
LEBRON JAMES,Proper Name,2/20/2015 (#6160),T2
THAT'S MY BREAD AND BUTTER,Phrase,2/20/2015 (#6160),R1
SOLID STAINLESS STEEL SPATULA,Same Letter,2/20/2015 (#6160),R2
SHOWS SHOPPING AND RESTAURANTS,Things,2/20/2015 (#6160),R3*
PET PARAKEET,Living Thing,2/20/2015 (#6160),T3
BANANA NUT MUFFINS,Food & Drink,2/20/2015 (#6160),R4
HEROIC ACT,Event,2/20/2015 (#6160),BR
TRAVELING THE GLOBE,What Are You Doing?,2/23/2015 (#6161),T1
ENGLISH BULLDOG,Living Thing,2/23/2015 (#6161),T2
TANGY LEMON SQUARES,Food & Drink,2/23/2015 (#6161),R1
ATOMIC ENERGY DRINK,Before & After,2/23/2015 (#6161),R2
DON'T FORGET TO BRING YOUR APPETITE,Phrase,2/23/2015 (#6161),R3*
SPLIT DECISION,Thing,2/23/2015 (#6161),T3
I BELIEVE IN MIRACLES,Song Lyrics,2/23/2015 (#6161),R4
UPHOLSTERY FABRIC,Thing,2/23/2015 (#6161),BR
ONE NIGHT IN BANGKOK,Song Lyrics,2/24/2015 (#6162),T1
SADDLING THE HORSES,What Are You Doing?,2/24/2015 (#6162),T2
MOISTURIZING CREAM AND SUGAR,Before & After,2/24/2015 (#6162),R1
THE LITTLE ENGINE THAT COULD,Title,2/24/2015 (#6162),R2
CAN I JUMP UP AND DOWN NOW?,Phrase,2/24/2015 (#6162),R3*
GOOD CLEAN FUN,Thing,2/24/2015 (#6162),T3
TRIPLE-DECKER CLUB SANDWICH,Food & Drink,2/24/2015 (#6162),R4
PHOTOS AND VIDEOS,Things,2/24/2015 (#6162),BR
TOKYO JAPAN,On The Map,2/25/2015 (#6163),T1
CULINARY SCHOOL,Place,2/25/2015 (#6163),T2
ECONOMY CLASS CLOWN,Before & After,2/25/2015 (#6163),R1
DON'T CRY FOR ME ARGENTINA,Song Title,2/25/2015 (#6163),R2
THIS WILL BE AN ABSOLUTE BLAST,Phrase,2/25/2015 (#6163),R3*
MOUNTAIN BIKE,Fun & Games,2/25/2015 (#6163),T3
PROOF OF PURCHASE,Thing,2/25/2015 (#6163),R4
TURKEY DRUMSTICK,Food & Drink,2/25/2015 (#6163),R5
HOVERING,What Are You Doing?,2/25/2015 (#6163),BR
FINLAND & SWEDEN,On The Map,2/26/2015 (#6164),T1
PERFECT TIMING,Thing,2/26/2015 (#6164),T2
DON'T STAND SO CLOSE TO ME,Song Lyrics,2/26/2015 (#6164),R1
MAKING A WISE INVESTMENT,What Are You Doing?,2/26/2015 (#6164),R2
CABANAS HIDDEN AMONG COCONUT PALMS,Places,2/26/2015 (#6164),R3*
WONTON SOUP,Food & Drink,2/26/2015 (#6164),T3
WHEN THE SMOKE CLEARS,Phrase,2/26/2015 (#6164),R4
BUYING A HOUSE,Event,2/26/2015 (#6164),BR
LONDON CALLING,Song Title,2/27/2015 (#6165),T1
CHEMISTRY LAB,Place,2/27/2015 (#6165),T2
BASEBALL CARD COLLECTION,Around The House,2/27/2015 (#6165),R1
SPRING BREAK IT TO ME GENTLY,Before & After,2/27/2015 (#6165),R2
I MAY ONLY PACK A BATHING SUIT,Phrase,2/27/2015 (#6165),R3*
MADAGASCAR,On The Map,2/27/2015 (#6165),T3
MY PERSONAL FAVORITE,Thing,2/27/2015 (#6165),R4
AUXILIARY POWER,Thing,2/27/2015 (#6165),BR
PEANUT BRITTLE,Food & Drink,3/2/2015 (#6166),T1
WRAPPING PRESENTS,What Are You Doing?,3/2/2015 (#6166),T2
AND THE CROWD GOES WILD,Phrase,3/2/2015 (#6166),R1
A WHOLE NEW WORLD THAT'S WHERE WE'LL BE,Song Lyrics,3/2/2015 (#6166),R2
SNORKELING AT RAINBOW REEF,Fun & Games,3/2/2015 (#6166),R3*
A GAGGLE OF GEESE,Living Things,3/2/2015 (#6166),T3
EXCITING INNOVATIONS,Things,3/2/2015 (#6166),R4
HIGH IMPACT,Phrase,3/2/2015 (#6166),BR
THE ENCHANTED TIKI ROOM,Place,3/3/2015 (#6167),T1
SPECIAL GUEST STAR,Show Biz,3/3/2015 (#6167),T2
ONE TWO BUCKLE MY SHOE,Rhyme Time,3/3/2015 (#6167),R1
DOPEY GRUMPY DOC BASHFUL HAPPY SNEEZY AND SLEEPY,Characters,3/3/2015 (#6167),R2
WONDROUS ICE-BLUE GLACIERS,Things,3/3/2015 (#6167),R3*
LET IT GO LET IT GO,Song Lyrics,3/3/2015 (#6167),T3
SOLVING A MYSTERY,What Are You Doing?,3/3/2015 (#6167),R4
FANCY COWBOY BOOTS,Things,3/3/2015 (#6167),BR
MOUNTAIN CLIMBING,Fun & Games,3/4/2015 (#6168),T1
ALL OF OUR FAVORITES,Things,3/4/2015 (#6168),T2
SONG-AND-DANCE SPECTACULAR,Show Biz,3/4/2015 (#6168),R1
WE GOT NO TROUBLES LIFE IS THE BUBBLES,Song Lyrics,3/4/2015 (#6168),R2
THE BEST IN COMFORT AND SERVICE,Phrase,3/4/2015 (#6168),R3*
BIRTHDAY PARTY,Event,3/4/2015 (#6168),T3
NEXT-DOOR NEIGHBOR,Person,3/4/2015 (#6168),R4
GIFT IDEAS FOR HIM,Phrase,3/4/2015 (#6168),BR
DREAMS ARE FOREVER,Phrase,3/5/2015 (#6169),T1
NIGHTINGALES,Living Things,3/5/2015 (#6169),T2
CINDERELLA'S FAIRY GODMOTHER,Character,3/5/2015 (#6169),R1
LEMON- RASPBERRY CREAM PUFF,Food & Drink,3/5/2015 (#6169),R2
SIGHTING A HUMPBACK WHALE,Event,3/5/2015 (#6169),R3*
ENCORE PERFORMANCE,Show Biz,3/5/2015 (#6169),T3
THE PRINCESS AND THE FROG,Movie Title,3/5/2015 (#6169),R4
AVID GOLFER,Person,3/5/2015 (#6169),BR
THE LION KING,Title,3/6/2015 (#6170),T1
A WAY WITH WORDS,Phrase,3/6/2015 (#6170),T2
MUSICAL EXTRAVAGANZA,Show Biz,3/6/2015 (#6170),R1
CAN YOU PAINT WITH ALL THE COLORS OF THE WIND?,Song Lyrics,3/6/2015 (#6170),R2
TAKING MY FIRST UKULELE LESSON,What Are You Doing?,3/6/2015 (#6170),R3*
BALLROOM DANCING,Fun & Games,3/6/2015 (#6170),T3
FIELD OF FLOWERS,Place,3/6/2015 (#6170),R4
BOGGED DOWN,Phrase,3/6/2015 (#6170),BR
COMPLETELY RELAXED,Phrase,3/9/2015 (#6171),T1
GENEVA SWITZERLAND,On The Map,3/9/2015 (#6171),T2
RECORDING A LIVE ALBUM,Show Biz,3/9/2015 (#6171),R1
BLOWING OFF A LITTLE STEAM ROOM,Before & After,3/9/2015 (#6171),R2
UNBEATABLE WEATHER,Thing,3/9/2015 (#6171),R3*
MOCKINGBIRD,Living Thing,3/9/2015 (#6171),T3
MARSHMALLOW TOPPING,Food & Drink,3/9/2015 (#6171),R4
POSITIVE VIEW,Thing,3/9/2015 (#6171),BR
TAKE THE PLUNGE,Phrase,3/10/2015 (#6172),T1
PRACTICAL JOKE,Fun & Games,3/10/2015 (#6172),T2
ROBIN HOOD & MAID MARIAN,Characters,3/10/2015 (#6172),R1
BRIDAL PARTY ANIMAL,Before & After,3/10/2015 (#6172),R2
SIDEKICK,Person,3/10/2015 (#6172),PP
UNWINDING AT THE POOL,What Are You Doing?,3/10/2015 (#6172),R3*
BREADBASKET,In The Kitchen,3/10/2015 (#6172),T3
ADVERTISING AND MARKETING,Things,3/10/2015 (#6172),R4
CREAM- FILLED WAFFLES,Food & Drink,3/10/2015 (#6172),R5
BIG PAWS,Things,3/10/2015 (#6172),BR
SOAKING IN A HOT TUB,What Are You Doing?,3/11/2015 (#6173),T1
LOYAL CUSTOMERS,People,3/11/2015 (#6173),T2
CONTINENTAL BREAKFAST,Food & Drink,3/11/2015 (#6173),R1
PRETTY PURPLE PETUNIAS,Same Letter,3/11/2015 (#6173),R2
A HEAVENLY LOCATION,Place,3/11/2015 (#6173),R3*
PEACE AND QUIET,Things,3/11/2015 (#6173),T3
NO TIME LIKE THE PRESENT,Phrase,3/11/2015 (#6173),R4
KERMIT THE FROG,Character,3/11/2015 (#6173),R5
ONE-HIT WONDER,Show Biz,3/11/2015 (#6173),R6
WILD FAUNA,Living Things,3/11/2015 (#6173),BR
FITNESS & WELLNESS,Things,3/12/2015 (#6174),T1
ROYAL WEDDING,Event,3/12/2015 (#6174),T2
MATERIAL GIRL BY MADONNA,Song/Artist,3/12/2015 (#6174),R1
MASSAGE TABLE MANNERS,Before & After,3/12/2015 (#6174),R2
ZIPPER,Thing,3/12/2015 (#6174),PP
SETTING UP OUR BEACH CHAIRS,What Are You Doing?,3/12/2015 (#6174),R3*
SPINACH SALAD,Food & Drink,3/12/2015 (#6174),T3
AEROBIC EXERCISE,Fun & Games,3/12/2015 (#6174),R4
TAKE ME TO YOUR LEADER,Phrase,3/12/2015 (#6174),R5
WORTH WAITING FOR,Phrase,3/12/2015 (#6174),BR
MANICURE & PEDICURE,Things,3/13/2015 (#6175),T1
NIAGARA FALLS,Landmark,3/13/2015 (#6175),T2
ROSES ARE RED VIOLETS ARE BLUE,Quotation,3/13/2015 (#6175),R1
